web-scraper-order,web-scraper-start-url,link,link-href,name,rating,evals
"1616530830-122","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Nuut Grill","https://www.ubereats.com/queretaro/food-delivery/nuut-grill/SEWevzjGT8an5qGI5iBwaw","Nuut Grill","null","null"
"1616531031-139","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Los Dogos Originales ( Zibatá )","https://www.ubereats.com/queretaro/food-delivery/los-dogos-originales-zibata/czHFFxMQQi-fmYaVZlX51Q","Los Dogos Originales ( Zibatá )","4.2","(33)"
"1616530997-136","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Tacos Pampas (Constituyentes)","https://www.ubereats.com/queretaro/food-delivery/tacos-pampas-constituyentes/dJe98uZ7QcmGoXAHpNwl-w","Tacos Pampas (Constituyentes)","4.6","(74)"
"1616531019-138","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Promo Pizza Centro","https://www.ubereats.com/queretaro/food-delivery/promo-pizza-centro/gu6tmFJoTHy4z_MSgSSjdg","Promo Pizza Centro","null","null"
"1616530901-128","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Dozzo Coffee & Eats","https://www.ubereats.com/queretaro/food-delivery/dozzo-coffee-%26-eats/VGFX-qjJReOtM1FWyCAv8w","Dozzo Coffee & Eats","4.9","(56)"
"1616531164-150","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Benedetti's Pizza Milenio","https://www.ubereats.com/queretaro/food-delivery/benedettis-pizza-milenio/IN-YcG3YTcG_6Wix766cTA","Benedetti's Pizza Milenio","4.6","(48)"
"1616530793-119","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Piccolo Pizza","https://www.ubereats.com/queretaro/food-delivery/piccolo-pizza/DI4x6AjxRtS_r0o3WZJ5FA","Piccolo Pizza","null","null"
"1616531175-151","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Napoli Pizza","https://www.ubereats.com/queretaro/food-delivery/napoli-pizza/NSJHs8AjRGuIXQWH7ulUgw","Napoli Pizza","4.7","(215)"
"1616531141-148","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Pizzeta (Arcos)","https://www.ubereats.com/queretaro/food-delivery/pizzeta-arcos/mW-QXCQ9S0-GtFmg0EErTg","Pizzeta (Arcos)","4.3","(47)"
"1616530692-111","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Empanadas Ávila (La Pradera)","https://www.ubereats.com/queretaro/food-delivery/empanadas-avila-la-pradera/Khpu1oiCR3moECEBs4xyKg","Empanadas Ávila (La Pradera)","null","null"
"1616530780-118","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Sofía Pizzería (Milenio 3)","https://www.ubereats.com/queretaro/food-delivery/sofia-pizzeria-milenio-3/k5OGTD-UTri9Y78sffRLYA","Sofía Pizzería (Milenio 3)","null","null"
"1616530949-132","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Taquería Chemao - Milenio","https://www.ubereats.com/queretaro/food-delivery/taqueria-chemao-milenio/NudSbxIJRtKyCEHsOXSDTg","Taquería Chemao - Milenio","4.6","(48)"
"1616530937-131","https://www.ubereats.com/search?ps=1&q=Pizza&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2FtcGFuYXJpbyUyMC0lMjBSZXNpZGVuY2lhbCUyMCUyNiUyMEdvbGYlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjIxMzFjODExLTU0MmYtNjljNS1hZmI0LTdkODNlYzIzOWRkMyUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjE3NjI1NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzQ1MzI0NCU3RA%3D%3D","Blackbird Coffee Shop","https://www.ubereats.com/queretaro/food-delivery/blackbird-coffee-shop/JYIXLHVYQCOH73ZoVohZxg","Blackbird Coffee Shop","4.1","(67)"
